--_BeginData_
NUS|Financialtiger|79,929.69|80,029.69|0.13
RP|JS|99,962.9|100,086.14|0.12
NTU|luckystrike|102,553.96|102,676.95|0.12
SMU|Lee|99,765.59|99,879.99|0.11
SP|Team DYA|86,390.11|86,486.65|0.11
NUS|EFX|100,000|100,109.39|0.11
NTU|Cylon|77,830.42|77,910.55|0.1
NUS|Brandon Tee|99,358.34|99,452.49|0.09
SMU|Twelve-O-I|79,714.35|79,789.35|0.09
NTU|hellomoto|99,884.15|99,974.3|0.09
SIM|Blitz!|79,960.62|80,025.58|0.08
RP|Manslut|99,836.48|99,916.48|0.08
NUS|TYL|100,000|100,076.33|0.08
NUS|Ifiance|80,021.2|80,081.2|0.07
TP|The Versatiles|80,000|80,056.17|0.07
SIM|Gusto|108,355.57|108,419.36|0.06
SMU|Lioshare|99,573.73|99,626.1|0.05
SMU|High5|98,390.83|98,442|0.05
NUS|Bilaal's Minions|99,923.24|99,973.24|0.05
NTU|Coin Dozer|79,938.24|79,973.24|0.04
NUS|alternatesphere|74,300.83|74,321.29|0.03
TP|JHKC|90,242.92|90,266.15|0.03
OU|Challangers|99,798.23|99,823.23|0.03
NUS|Lehman Sisters|88,644.11|88,659.11|0.02
NTU|Jimmies|110,883.78|110,899.55|0.01
NTU|Jaz&Ty|110,008.24|110,013.24|0
NTU|So|79,972.24|79,973.24|0
NTU|SRAT WINEWR|80,000|80,000|0
TP|Trading Starters|80,000|80,000|0
NTU|Pro-Evolutionary|80,000|80,000|0
NTU|Team Liquid2|80,000|80,000|0
NUS|egg|80,000|80,000|0
NP|Teletubbies|80,000|80,000|0
SIM|M.A.D|80,000|80,000|0
NUS|Bmic|80,000|80,000|0
NTU|Real Consulting|80,000|80,000|0
NUS|Noobies|80,000|80,000|0
NTU|Deviators|80,000|80,000|0
NUS|ZH|80,000|80,000|0
NUS|Basics|80,000|80,000|0
NTU|Trading Is Simple, All Trade, We Win.|80,000|80,000|0
SIM|gentlemen club|80,000|80,000|0
NTU|Security Guard |80,000|80,000|0
SIM|Delta Corp|83,146.23|83,146.23|0
SIM|HUAT HUAT|80,000|80,000|0
SMU|2C Capitol|80,000|80,000|0
NP|iMoo|80,000|80,000|0
NUS|svds|80,000|80,000|0
SIM|MSC|80,000|80,000|0
SP|eMo3LmO|80,000|80,000|0
SIM|MotherofGod|80,000|80,000|0
OU|ePiC wIn|80,000|80,000|0
TP|Trytry|80,000|80,000|0
NTU|boom bash|80,000|80,000|0
NUS|Madoff Bros|80,000|80,000|0
SMU|Draco3|80,000|80,000|0
SMU|Unduck|80,000|80,000|0
NUS|dragonborn|80,000|80,000|0
NTU|werwolf|80,000|80,000|0
NUS|derp|80,000|80,000|0
NUS|DKM|80,000|80,000|0
NTU|Winning|80,000|80,000|0
TP|Team Supreme|80,000|80,000|0
SIM|Team Bekal|80,000|80,000|0
NUS|Bull Stern|80,000|80,000|0
NUS|Luck Bet|80,000|80,000|0
NTU|warren buffet|90,000|90,000|0
NTU|Trader X|80,000|80,000|0
NUS|Happy Trading|90,000|90,000|0
RP|flower 3+1|80,000|80,000|0
SIM|Tok Kong|80,000|80,000|0
NUS|SSG|80,000|80,000|0
NTU|Local Trading Professionals|80,000|80,000|0
NTU|TeamA|80,000|80,000|0
NUS|Team West Coast|80,000|80,000|0
TP|BJ2|80,000|80,000|0
NUS|threesacrowd|80,000|80,000|0
TP|Team TP|80,000|80,000|0
NUS|Doubled Income|80,000|80,000|0
SMU|HuatCai|80,000|80,000|0
NTU|Goh&Robin|80,000|80,000|0
TP|Calculo|80,000|80,000|0
NTU|Boogie|80,000|80,000|0
NTU|BLN|80,000|80,000|0
SMU|Ocean's 4|80,000|80,000|0
SMU|The Cash-Cows|80,000|80,000|0
RP|nyancat|80,000|80,000|0
NUS|HUAT AH!|80,000|80,000|0
NTU|propizio|80,000|80,000|0
NTU|Synesthesia|80,000|80,000|0
RP|DREE|80,000|80,000|0
NTU|ASPIRE|80,000|80,000|0
NTU|Group No.1|80,000|80,000|0
NTU|The Investors|90,000|90,000|0
TP|Win|80,000|80,000|0
SMU|Security Owns|80,000|80,000|0
NUS|Lujiazui|90,000|90,000|0
NP|newcomer|80,000|80,000|0
NTU|Team Clara|90,000|90,000|0
NTU|TurTur|80,000|80,000|0
NTU|NBS+1|81,315.81|81,315.81|0
NTU|Newbs|80,000|80,000|0
NUS|Challenge Accepted|80,000|80,000|0
NUS|L&W|80,000|80,000|0
NUS|Cocacola|80,000|80,000|0
NUS|rainbowx|80,000|80,000|0
NTU|Investment Guru|80,000|80,000|0
NTU|Edart|80,000|80,000|0
NTU|Bullion |80,000|80,000|0
NTU|Stockfockers|80,000|80,000|0
NUS|NUSBIZ|80,000|80,000|0
RP|BEAR|90,000|90,000|0
NTU|Tag Team|100,000|100,000|0
SMU|Henry Jensen|100,000|100,000|0
NUS|Aqua|100,000|100,000|0
NTU|Big Money|110,000|110,000|0
NTU|Stocky|110,000|110,000|0
NTU|noob|100,000|100,000|0
SMU|Eve|100,000|100,000|0
SMU|MPPW|100,000|100,000|0
NTU|Smokers|100,000|100,000|0
SMU|Prop Cap|100,000|100,000|0
NTU|Miranda Partners|100,000|100,000|0
RP|Synergy|100,000|100,000|0
SMU|Soi Tiger|100,000|100,000|0
SMU|Can I Haz Cheeseburgers?|100,000|100,000|0
SMU|exs|100,000|100,000|0
NUS|Sure HUAT Fund|100,000|100,000|0
NTU|The duoist|100,000|100,000|0
SMU|lylz|100,000|100,000|0
NTU|Team Liquid|100,000|100,000|0
NTU|Lucky|100,000|100,000|0
NTU|eGo|100,000|100,000|0
NTU|Finns|100,000|100,000|0
NTU|Miliionaire|100,127.57|100,127.57|0
NTU|Bread Toast|100,000|100,000|0
SMU|Ichimoku |100,000|100,000|0
NUS|bullish|100,000|100,000|0
NTU|PK|100,000|100,000|0
SMU|Dragon Winner|99,885.64|99,885.64|0
NUS|unique|100,000|100,000|0
NUS|euqinu|100,000|100,000|0
SIM|Bancaire|100,000|100,000|0
NUS|Nathan+|100,000|100,000|0
NTU|The killer scarecrows|100,000|100,000|0
NTU|The Stockers|100,000|100,000|0
NTU|Dragon Breath|100,000|100,000|0
RP|Spasms|100,000|100,000|0
NTU|JC|101,412.62|101,412.62|0
NTU|Markov|100,000|100,000|0
NTU|Team Awesome|110,000|110,000|0
SMU|A+|100,000|100,000|0
NTU|WKE|100,000|100,000|0
NUS|Momentum|100,000|100,000|0
NTU|Power Sales|100,000|100,000|0
NTU|Riching|100,000|100,000|0
SIM|Bullish Bear|100,000|100,000|0
NTU|IS|100,000|100,000|0
NTU|BIGBROTHER|100,000|100,000|0
NTU|Green Jewel|100,000|100,000|0
NTU|Super 80s|97,966.23|97,966.23|0
